Slit  0 Line  1    904.7857   903.1752   2893.600   1.6104736  -318864.0    384.027   375994.3     755.93    1053.47    904.699   148.7664     -0.077
Slit  0 Line  2   2567.5703  2568.1841   3018.360  -0.6137695   -12072.9      4.850    12818.2    2412.60    2720.00   2566.299   153.6963      0.058
Slit  0 Line  3   1879.0385  1879.2798   2967.280  -0.2413330 -1946988.2   1079.433  2109726.8    1728.33    2029.86   1879.095   150.7629      0.019
Slit  0 Line  4   2802.7974  2802.7085   3035.780   0.0888672   -55240.0     20.258    58316.8    2650.94    2954.71   2802.822   151.8850      0.073
Slit  0 Line  5   7163.5234  7162.8457   3341.480   0.6777344 -4928516.0    695.861  5041011.0    7001.78    7325.11   7163.446   161.6631     -0.092
Slit  0 Line  7   4149.0249  4148.6064   3133.167   0.4184570 -1091070.6    267.881  1131921.1    3996.72    4301.71   4149.211   152.4949     -0.016
Slit  0 Line  8   5973.6177  5978.2261   3261.055  -4.6083984 -145358560.0  24659.236 149378336.0    5813.18    6139.21   5976.197   163.0127     -0.060
Slit  0 Line  9   8100.0850  8101.3047   3403.652  -1.2197266 -6128140.0    763.932  6247728.0    7943.57    8256.66   8100.114   156.5430      0.094
Slit  1 Line  2   2142.3140  2139.4282   3018.360   2.8857422   -10531.6      5.100    11307.0    1988.91    2292.95   2140.931   152.0168      0.048
Slit  1 Line  3   1454.2992  1454.5516   2967.280  -0.2524414 -1513473.4   1097.244  1678311.0    1304.23    1604.68   1454.455   150.2288     -0.106
Slit  1 Line  4   2377.7083  2378.1711   3035.780  -0.4628906   -45672.4     19.840    48675.8    2226.29    2529.05   2377.670   151.3762      0.068
Slit  1 Line  5   6743.1978  6743.8555   3341.480  -0.6577148 -5162619.0    774.206  5278850.5    6593.21    6893.47   6743.341   150.1299     -0.109
Slit  1 Line  6   5865.6533  5865.5610   3282.330   0.0922852 -15360973.0   2653.410 15766652.0    5712.70    6018.48   5865.589   152.8896     -0.044
Slit  1 Line  7   3724.1526  3724.4731   3133.167  -0.3205566  -964434.2    264.362  1004698.9    3572.00    3876.62   3724.307   152.3088      0.071
Slit  1 Line  8   5551.4380  5554.6475   3261.055  -3.2094727 -145195376.0  26514.281 149331472.0    5398.12    5710.11   5554.117   155.9951     -0.030
Slit  1 Line  9   7681.3042  7678.3521   3403.652   2.9521484 -5785047.5    761.008  5904932.5    7523.06    7838.13   7680.594   157.5342      0.102
Slit  2 Line  2   1622.6239  1623.7783   3018.360  -1.1544189    -7651.8      4.950     8413.0    1468.96    1776.52   1622.737   153.7792      0.023
Slit  2 Line  3    935.6459   935.5998   2967.280   0.0461426  -972766.7   1129.323  1140758.1     786.99    1084.50    935.749   148.7542     -0.076
Slit  2 Line  4   1858.8770  1859.3467   3035.780  -0.4697266   -35987.1     20.176    39028.1    1708.31    2009.75   1859.029   150.7224      0.075
Slit  2 Line  5   6230.4033  6227.7480   3341.480   2.6552734 -4588677.5    745.757  4703146.5    6076.30    6383.29   6229.797   153.4937     -0.055
Slit  2 Line  6   5350.8062  5349.0820   3282.330   1.7241211 -14290611.0   2709.309 14703167.0    5198.50    5503.04   5350.769   152.2734     -0.049
Slit  2 Line  7   3206.8052  3207.1052   3133.167  -0.3000488  -827567.8    264.300   867639.8    3055.36    3358.60   3206.980   151.6157      0.022
Slit  2 Line  8   5035.6973  5039.4136   3261.055  -3.7163086 -122440480.0  24695.520 126397392.0    4877.89    5198.35   5038.118   160.2280      0.001
Slit  2 Line  9   7171.5234  7171.3301   3403.652   0.1933594 -5369417.5    757.068  5489186.0    7013.28    7329.68   7171.483   158.2007      0.059
Slit  3 Line  2   1141.1163  1140.7651   3018.360   0.3511963    -5503.6      5.183     6312.3     983.91    1296.01   1139.962   156.0483      0.003
Slit  3 Line  3    451.9427   451.7099   2967.280   0.2328491  -421517.7   1127.616   598032.5     295.54     608.62    452.082   156.5380     -0.051
Slit  3 Line  4   1376.7450  1375.6727   3035.780   1.0722656   -26236.8     20.204    29386.0    1220.64    1532.38   1376.510   155.8690      0.047
Slit  3 Line  5   5754.6558  5756.6553   3341.480  -1.9995117 -4107964.2    723.986  4225042.0    5593.24    5916.67   5754.954   161.7129     -0.104
